name,location,cuisines,rate,cost,online_order,book_table,cuisine_count
Salut,Jayanagar,"Continental, Finger Food, Seafood, Pizza",4.1,1200,Yes,Yes,4
Nammura Donne Biriyani,Basavanagudi,"Biryani, Fast Food",3.5,400,Yes,No,2
Lassi Stop,Banashankari,"Beverages, Fast Food, Juices",3.4,150,Yes,No,3
Dakshin Kitchen,Basavanagudi,South Indian,3.6,100,Yes,No,1
Sri Sai Cafe,Basavanagudi,South Indian,3.5,200,Yes,No,1
Sri Sai 99 Variety Dosa,Banashankari,South Indian,3.8,300,Yes,No,1
Utsav Restaurant,Banashankari,"North Indian, Chinese",3.8,300,Yes,No,2
Crunch and Munch,Uttarahalli,"Chinese, Street Food, Ice Cream",3.7,300,Yes,No,3
Food Geek,Basavanagudi,"Sandwich, Fast Food, Rolls",3.8,350,Yes,No,3
Sri Krishna Aramane,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Fast Food",3.7,200,Yes,No,4
Great Indian Rolls,Basavanagudi,Rolls,3.3,100,Yes,No,1
Chats Point,Basavanagudi,"Fast Food, Street Food",3.4,150,Yes,No,2
Food Point,Kumaraswamy Layout,"North Indian, Chinese",3.5,300,Yes,No,2
Swarga Ruchi,Basavanagudi,South Indian,3.3,200,Yes,No,1
Kolkata King,Basavanagudi,"Fast Food, Rolls",3.4,300,Yes,No,2
Sandwich Mama's And Frozen Monster,Jayanagar,"Ice Cream, Beverages, Fast Food",3.8,250,Yes,No,3
New Rajadhani Spicy,Kumaraswamy Layout,North Indian,3.7,700,Yes,No,1
Big Mishra Pedha,Jayanagar,Mithai,2.9,250,Yes,No,1
VEGeatz,Banashankari,"South Indian, North Indian",3.4,200,Yes,No,2
Foodizo,Banashankari,"Desserts, Fast Food, Continental",3.6,300,Yes,No,3
Food Springs,Jayanagar,"South Indian, Chinese",4.0,400,Yes,No,2
Chung's Chinese Corner,Jayanagar,Chinese,3.9,700,Yes,No,1
Eurasia Pasta and Barbeque by Little Italy,Jayanagar,"Italian, Fast Food, Salad, BBQ",4.1,1200,Yes,Yes,4
Goli Vada Pav No. 1,Basavanagudi,Street Food,3.7,200,Yes,No,1
Ragoo's,Jayanagar,"Italian, Pizza, North Indian, Salad",3.9,800,Yes,No,4
Pure & Natural,Jayanagar,"Fast Food, Continental, Beverages, Salad, Healthy Food",3.9,500,Yes,No,5
Maiyas,Jayanagar,"North Indian, South Indian, Fast Food, Juices",4.0,200,Yes,No,4
Sip n Dine,Vijay Nagar,"North Indian, Chinese, South Indian",3.6,800,Yes,No,3
Cafe Mondo,Basavanagudi,"Cafe, Italian, Beverages",3.7,600,Yes,No,3
Jalpaan,Jayanagar,"North Indian, Continental",4.0,900,Yes,Yes,2
Kataria's Pakwan,Kumaraswamy Layout,North Indian,3.2,400,Yes,No,1
Juicy Momos,Banashankari,"Tibetan, Momos",3.5,250,Yes,No,2
Amande Patisserie,Basavanagudi,"Bakery, French, Desserts",4.0,300,Yes,No,3
Anand Sweets and Savouries,Jayanagar,"Mithai, Street Food",3.9,400,Yes,No,2
Chicken Hunt,Banashankari,"South Indian, North Indian, Chinese, Biryani",3.5,350,Yes,No,4
Swadesh Tadka,Banashankari,"North Indian, Chinese, Beverages",3.5,600,Yes,No,3
Cane-O-La,Basavanagudi,Juices,3.8,100,Yes,No,1
New Biryani Mane,Uttarahalli,"North Indian, Chinese, Biryani, South Indian",3.7,450,Yes,No,4
Upahara Darshini,Jayanagar,"South Indian, North Indian, Chinese",3.8,400,Yes,No,3
Karnataka Bhel House,Basavanagudi,Street Food,4.1,100,Yes,No,1
Sreeraj Lassi Bar,Jayanagar,Beverages,4.1,150,Yes,No,1
Juice Junction Food Court,Basavanagudi,"Juices, South Indian, Chinese, Fast Food",3.7,200,Yes,No,4
Bunt's Biriyani Palace,Banashankari,"North Indian, South Indian, Chinese, Biryani, Seafood",3.0,400,Yes,No,5
Chai Point,Jayanagar,"Tea, Beverages, Fast Food",3.2,250,Yes,No,3
Janahaar,Banashankari,South Indian,3.8,100,Yes,No,1
Utsav,Banashankari,"North Indian, Street Food",3.7,200,Yes,No,2
Meat And Eat,Banashankari,"Fast Food, Burger",3.1,500,Yes,No,2
Snacks Bite,Kumaraswamy Layout,"Fast Food, Momos",3.0,400,Yes,No,2
The Spice Saga,Kumaraswamy Layout,"Biryani, North Indian, Chinese, Seafood",3.7,750,Yes,No,4
Dakshin Cafe,Kumaraswamy Layout,South Indian,3.7,100,Yes,No,1
Kaulige Millet Corner,Basavanagudi,"Healthy Food, South Indian",3.3,150,Yes,No,2
Ifruit Ice Cream,Kumaraswamy Layout,"Desserts, Ice Cream",3.3,150,Yes,No,2
Havmor,Basavanagudi,"Ice Cream, Desserts",3.8,200,Yes,No,2
Grand Food,Banashankari,"South Indian, Bakery, Chinese",3.4,250,Yes,No,3
Dining Hut,Kumaraswamy Layout,"North Indian, Chinese, South Indian",3.5,400,Yes,No,3
Desi Swaad,Kumaraswamy Layout,North Indian,3.5,400,Yes,No,1
Yummy Momos,Kumaraswamy Layout,"Momos, Tibetan, Chinese",3.2,200,Yes,No,3
Masale Daan,Banashankari,North Indian,3.1,350,Yes,No,1
Grow Fit,JP Nagar,"Healthy Food, North Indian, Thai",3.6,500,Yes,No,3
Sandwich Hub,Jayanagar,"Fast Food, Sandwich",3.4,300,Yes,No,2
Udupi Sri Krishna Cafe,Jayanagar,"North Indian, South Indian",3.9,600,Yes,No,2
Starlite Bakery & Fastfood,Jayanagar,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",3.7,300,Yes,No,7
Veganbreak24x7,City Market,"South Indian, Chinese, Continental, Biryani",2.8,199,Yes,No,4
Aadhya Hotel,Basavanagudi,"South Indian, North Indian, Chinese, Biryani",3.3,800,Yes,No,4
Dodda Mane Baaduta,Banashankari,"North Indian, South Indian, Chinese, Biryani",3.5,250,Yes,No,4
Swadd Kitchen,Basavanagudi,"North Indian, Fast Food",3.4,500,Yes,No,2
Happy Chopsticks,Basavanagudi,"Chinese, Fast Food",3.6,300,Yes,No,2
Udupi Upachar,Banashankari,"South Indian, North Indian",3.3,500,Yes,No,2
Davanagere Benne Dose Hut,Banashankari,South Indian,3.4,100,Yes,No,1
Subz,Jayanagar,"North Indian, South Indian",4.2,1000,Yes,Yes,2
Mint and Mustard,Basavanagudi,"North Indian, Chinese",4.0,750,Yes,No,2
Chinese Square,Basavanagudi,Chinese,3.9,200,Yes,No,1
Punjabi Raswada,Jayanagar,North Indian,3.5,800,Yes,Yes,1
Vinny's,Banashankari,"Pizza, Italian, Continental, Desserts",4.2,800,Yes,Yes,4
Chetty's Corner,Uttarahalli,"Fast Food, Burger, Pizza",3.4,200,Yes,No,3
Kapoor's Cafe,Jayanagar,North Indian,4.2,800,Yes,No,1
Donne Biryani & Kabab Corner,Kumaraswamy Layout,"Chinese, Biryani",3.3,200,Yes,No,2
Sukh Sagar,Jayanagar,"South Indian, North Indian, Chinese, Street Food",3.8,450,Yes,No,4
S M V Snacks Corner,Basavanagudi,Fast Food,3.7,200,Yes,No,1
Andhra Ruchulu,Jayanagar,"Andhra, Biryani, North Indian, Chinese",4.1,1000,Yes,Yes,4
Steaming Mugs,Basavanagudi,Cafe,3.9,700,Yes,No,1
Rajathadri Food Fort,Jayanagar,"South Indian, North Indian, Chinese, Street Food",4.0,600,Yes,No,4
Brew Meister,Jayanagar,"North Indian, Continental, Finger Food, American, Asian",4.1,1500,Yes,Yes,5
Rasoi,Banashankari,"North Indian, Chinese",3.3,300,Yes,No,2
Mr. Singh Da Dhaba,Kumaraswamy Layout,"North Indian, Chinese",3.6,300,Yes,No,2
Kababs N Biryani,Banashankari,South Indian,3.4,200,Yes,No,1
Ayodhya Upachar,Banashankari,"South Indian, North Indian, Chinese, Street Food",4.3,200,Yes,No,4
Biriyani Mane,Jayanagar,"North Indian, Biryani",3.8,400,Yes,No,2
Cafe Ajfan,Jayanagar,"Cafe, Continental, Beverages",4.2,700,Yes,No,3
Brundhavana Food Point,Kumaraswamy Layout,"South Indian, North Indian, Chinese, Street Food, Beverages",4.0,300,Yes,No,5
SLV Corner Restaurant,Basavanagudi,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",4.1,550,Yes,No,6
Hotel New Karavali,Banashankari,"Mangalorean, South Indian, North Indian",3.8,300,Yes,No,3
The Krishna Grand,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",3.9,750,Yes,No,5
Roti Ghar,Basavanagudi,"North Indian, Chinese, South Indian",3.9,500,Yes,No,3
Kettle & Kegs,Banashankari,"Tea, Beverages",3.2,200,Yes,No,2
Baisakhi,Basavanagudi,North Indian,3.8,500,Yes,No,1
Poonam Sweets,Banashankari,Mithai,4.4,150,No,No,1
Amma's Pastries,Banashankari,Bakery,3.8,400,No,No,1
Polar Bear,Banashankari,"Ice Cream, Desserts, Beverages, Sandwich",3.9,400,Yes,No,4
Anand Sweets and Savouries,Banashankari,"Mithai, Street Food",3.7,400,No,No,2
Ibaco,Banashankari,Desserts,3.9,300,Yes,No,1
The Lassi and Juice Park,Banashankari,"Juices, Desserts",3.8,150,No,No,2
Corner Stone,Banashankari,"Beverages, Juices, Desserts, Italian",3.6,300,No,No,4
Floured-Baked With Love,Banashankari,Bakery,3.8,400,No,No,1
Arun Ice Cream,Banashankari,"Ice Cream, Desserts",3.4,150,No,No,2
Sweet N Swirl,Banashankari,"Desserts, Ice Cream",3.2,150,No,No,2
Sri Venkateshwara Sweet Meat Stall,Basavanagudi,"Mithai, Street Food, North Indian, Chinese",4.0,400,No,No,4
Baskin Robbins,Basavanagudi,"Ice Cream, Desserts",3.7,250,No,No,2
Srinivasa Brahmins Bakery,Basavanagudi,"Bakery, Street Food",3.6,150,No,No,2
Jain Bakes,Basavanagudi,"Bakery, Desserts",3.6,250,No,No,2
KC Das - Sweet Spot,Basavanagudi,"Mithai, Street Food",3.6,200,No,No,2
Cake Yard,Basavanagudi,Desserts,3.3,250,Yes,No,1
A2B Veg - Adyar Ananda Bhavan,Basavanagudi,"South Indian, North Indian, Chinese, Street Food",2.7,400,Yes,No,4
Jcubez,Banashankari,Finger Food,3.8,1300,No,Yes,1
Chung Wah,Banashankari,"Chinese, Momos, Thai, Vietnamese",3.9,900,Yes,No,4
Blue Wings Bar & Restaurant,Banashankari,"North Indian, Chinese",3.7,700,No,No,2
New Imperial Restaurant,Banashankari,"North Indian, Chinese",3.7,450,No,No,2
Karavali Fish Center,Banashankari,"Mangalorean, Chinese",3.4,300,No,No,2
Iyer's Tiffin Centre,Banashankari,"South Indian, Chinese",3.8,150,No,No,2
Kydz Adda,Banashankari,Continental,3.4,500,No,No,1
Food Box Cafe,Banashankari,"Mughlai, North Indian, Chinese",3.6,500,No,No,3
Sri Ganesh Juice and Chats,Banashankari,"Juices, Street Food",3.5,150,No,No,2
Manifest Cafe,Banashankari,"South Indian, North Indian, Chinese",3.5,500,No,No,3
Beijing Bites,Banashankari,"Chinese, Thai",2.7,850,No,No,2
Pizza Hut,Banashankari,"Pizza, Fast Food",3.7,750,Yes,No,2
Taaza Thindi,Banashankari,South Indian,4.7,100,No,No,1
Sri Laxmi Venkateshwara Coffee Bar,Banashankari,South Indian,4.4,100,No,No,1
Messy Bowl,Banashankari,"Fast Food, Beverages",3.8,500,No,No,2
Chickpet Donne Biryani House,Banashankari,Biryani,3.8,250,Yes,No,1
Brahmin Cafe,Banashankari,South Indian,3.8,150,No,No,1
Hotel Mangala,Banashankari,South Indian,3.9,250,No,No,1
Simple Thindies,Banashankari,South Indian,3.5,200,No,No,1
Rolls On Wheels,Banashankari,"Fast Food, Rolls, Momos",3.4,300,No,No,3
SLV Swadishta,Banashankari,South Indian,3.8,300,No,No,1
New Sagar Fast Food,Banashankari,"North Indian, South Indian",3.6,250,No,No,2
Parama Ruchi,Banashankari,"South Indian, North Indian, Chinese, Street Food",3.5,300,No,No,4
Thrilok Restaurant,Banashankari,"Mangalorean, Seafood",3.4,350,No,No,2
Meat And Eat,Banashankari,"Fast Food, Burger",3.5,500,No,No,2
Pizza Stop,Banashankari,"Pizza, Italian",3.0,600,Yes,No,2
Hanumanthanagar Biryani Junction,Banashankari,South Indian,3.5,300,No,No,1
SLV Refreshment,Banashankari,South Indian,4.1,100,No,No,1
SVKP Daily Fresh,Banashankari,South Indian,3.3,350,No,No,1
Srinagar Kabab Corner,Banashankari,North Indian,3.4,250,No,No,1
Sri Venkateshwara Chat Centre,Banashankari,Street Food,3.5,100,No,No,1
Vinay Bhel Corner,Banashankari,Street Food,3.4,100,No,No,1
Nandi Chats and Juice,Banashankari,Street Food,3.6,150,No,No,1
Just Shawarma,Banashankari,Arabian,3.8,300,Yes,No,1
Aramane Donne Biryani,Banashankari,Biryani,3.1,200,Yes,No,1
FOOD ADDA,Banashankari,Fast Food,3.2,200,No,No,1
Hotel Nisarga,Banashankari,"North Indian, South Indian",3.2,250,No,No,2
Yo Roll Corner,Banashankari,"Street Food, Rolls",3.0,200,No,No,2
New Quality Dum Biryani,Banashankari,Biryani,3.1,200,No,No,1
Sri Lakshmi Kabab Center,Banashankari,Kebab,3.3,200,No,No,1
Tasty Bites,Banashankari,"Fast Food, Pizza",3.7,150,No,No,2
Raams Chicken,Banashankari,Andhra,3.6,300,No,No,1
Panchami,Banashankari,"North Indian, Chinese",3.0,300,No,No,2
Kavali,Banashankari,"South Indian, Street Food",4.0,300,No,No,2
Ranganna Military Hotel,Jayanagar,"South Indian, Biryani",4.2,350,No,No,2
Vidyarthi Bhavan,Basavanagudi,South Indian,4.4,150,No,No,1
Bharjari Oota,Basavanagudi,South Indian,3.9,350,No,No,1
Bridgeway,Mysore Road,"North Indian, Chinese",3.8,550,No,No,2
Soho Bar & Grill,Basavanagudi,"North Indian, Chinese, Thai",2.7,1100,No,No,3
Bhavani Restaurant,Basavanagudi,"South Indian, North Indian, Chinese",3.9,300,No,No,3
Zephyr,Basavanagudi,"Italian, Continental",3.9,650,No,No,2
Hotel Dwarka,Basavanagudi,South Indian,4.2,250,No,No,1
Nisarga Garden Restaurant,Basavanagudi,"South Indian, Chinese, Desserts, Beverages",3.4,350,No,No,4
Ma-Arya Family Restaurant,Basavanagudi,"Biryani, South Indian, North Indian, Chinese, Andhra",3.7,600,No,No,5
A2B - Adyar Ananda Bhavan,Mysore Road,"South Indian, Fast Food, Street Food",3.8,400,Yes,No,3
New Prashanth Hotel,Basavanagudi,South Indian,3.9,400,No,No,1
Udupi Sri Krishna Bhavan,Basavanagudi,South Indian,4.1,600,No,No,1
Ice Thunder,Basavanagudi,"South Indian, Fast Food, North Indian, Desserts",3.8,300,No,No,4
Upahara Darshini,Basavanagudi,South Indian,4.2,150,No,No,1
Mahalaxmi Tiffin Room,Basavanagudi,South Indian,4.1,100,No,No,1
Sandwichwallas,Basavanagudi,Fast Food,4.0,200,Yes,No,1
Basavanagudi Mylari,Basavanagudi,South Indian,4.0,300,No,No,1
New Prashanth Hotel,Basavanagudi,"South Indian, Biryani, Chinese, North Indian",2.9,750,No,No,4
Shrinidhi Military Hotel,Basavanagudi,"North Indian, Mughlai",3.3,300,No,No,2
Pramukh Family Restaurant,Basavanagudi,"North Indian, Chinese, Mughlai",3.9,700,No,No,3
Vybhava,Jayanagar,"South Indian, North Indian",3.8,250,No,No,2
Shree Venkateshwara North Karnataka Hotel,Basavanagudi,South Indian,4.0,200,No,No,1
Anand Sagar Inn,Basavanagudi,"South Indian, North Indian, Chinese",3.3,450,No,No,3
Sangam Military Hotel,Jayanagar,South Indian,3.2,250,No,No,1
Belly Squad Food Truck,South Bangalore,"Chinese, Rolls, Biryani, Momos",3.8,300,No,No,4
50-50 EATING HOUSE,Basavanagudi,"South Indian, Biryani",3.2,100,No,No,2
Om Shiva Shakthi Chats Centre,Basavanagudi,"Street Food, Fast Food",3.9,300,No,No,2
Rolls Corner,Basavanagudi,"Fast Food, Rolls",3.6,150,No,No,2
New Ambur Hot Dum Biryani,Mysore Road,Biryani,3.2,150,No,No,1
Deja Vu Resto Bar,Bannerghatta Road,"North Indian, Italian",4.4,900,Yes,Yes,2
Fattoush,Bannerghatta Road,"Arabian, Biryani, Chinese, Middle Eastern, Fast Food, North Indian, Mughlai, Seafood",4.2,1000,Yes,Yes,8
Empire Restaurant,Bannerghatta Road,"North Indian, Mughlai, South Indian, Chinese",4.3,750,Yes,No,4
Abhiruchi Hotel,Bannerghatta Road,"Andhra, Biryani, North Indian, Chinese",3.3,550,Yes,No,4
Tulips,Bannerghatta Road,"North Indian, South Indian, Chinese, Continental",3.1,800,No,No,4
Barbeque Nation,JP Nagar,"North Indian, European, Mediterranean, BBQ, Kebab",4.7,1600,No,Yes,5
Sattvam,JP Nagar,"North Indian, South Indian",4.3,1200,No,No,2
24th Main,JP Nagar,"North Indian, South Indian, Chinese",4.1,800,No,Yes,3
Zaitoon,JP Nagar,"BBQ, Arabian, Chinese, North Indian, Desserts",4.1,1000,Yes,Yes,5
Mango Greens,JP Nagar,"North Indian, Continental, Chinese",3.9,900,No,Yes,3
Oye Amritsar,JP Nagar,North Indian,3.8,1000,Yes,Yes,1
Melt - Eden Park,JP Nagar,"North Indian, Chinese, Thai, Mughlai, Seafood",4.0,1000,Yes,Yes,5
Spice Code,JP Nagar,"South Indian, North Indian, Chinese, Biryani",4.0,1000,No,Yes,4
The Onyx - The HHI Select Bengaluru,JP Nagar,"North Indian, Chinese, Continental",3.3,950,No,No,3
The Pavillion,JP Nagar,"North Indian, Continental, South Indian, Chinese",2.7,1000,No,No,4
Sankranthi Veg Restaurant,BTM,"South Indian, North Indian, Chinese",3.0,600,Yes,No,3
Tisano Cafe,Bannerghatta Road,"Cafe, Fast Food, Chinese, Continental",3.8,500,Yes,No,4
Cafe Kabana,Bannerghatta Road,"Cafe, Continental",4.0,700,No,Yes,2
Butterly,Bannerghatta Road,"Cafe, Bakery, Beverages",3.9,450,Yes,No,3
Black Mug Cafe,Bannerghatta Road,Cafe,3.7,300,Yes,No,1
#refuel,Bannerghatta Road,"Cafe, Beverages",3.7,400,Yes,No,2
WAFL,Bannerghatta Road,"Cafe, Fast Food, Desserts, Beverages",3.9,400,Yes,No,4
Vaho Kafe & Pressery,Bannerghatta Road,"Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",3.9,500,No,No,7
Dreamcatcher,Bannerghatta Road,Cafe,3.9,600,Yes,No,1
Cafe Coffee Day,Bannerghatta Road,"Cafe, Fast Food",3.6,900,No,No,2
Cafe Arabica,Bannerghatta Road,"Cafe, Bakery",3.8,700,No,No,2
Starbucks,Bannerghatta Road,"Cafe, Desserts",3.9,700,No,No,2
Smoor,Bannerghatta Road,"Desserts, Cafe, Beverages",3.6,900,Yes,No,3
Kalmane Koffees,Bannerghatta Road,Cafe,3.9,350,No,No,1
Shee-Sha Cafe,Bannerghatta Road,"Cafe, North Indian, Chinese, Continental",3.6,800,No,Yes,4
Brews N Bites,Bannerghatta Road,"Chinese, Fast Food, Cafe, Street Food, Finger Food",2.7,650,Yes,No,5
D2V Cafe,Bannerghatta Road,Cafe,3.6,700,No,No,1
Cafe Talk,Bannerghatta Road,"Cafe, Continental, North Indian, Bakery, Desserts",3.3,700,No,No,5
Cafe Choco Craze,Bannerghatta Road,"Cafe, Fast Food, Desserts",3.7,400,No,No,3
Slate Cafe,JP Nagar,"Cafe, Sandwich, Burger",4.1,600,Yes,No,3
Dialogues,JP Nagar,"Cafe, Continental",4.0,600,No,No,2
Mudpipe Cafe,JP Nagar,"Cafe, Continental, North Indian",3.9,800,Yes,Yes,3
TAB - Take A Break,JP Nagar,"Cafe, Continental, Italian",4.1,550,No,No,3
Biggies Burger 'n' More,JP Nagar,"Cafe, Burger, Beverages",4.1,650,Yes,No,3
Onesta,JP Nagar,"Pizza, Cafe, Italian",4.4,600,Yes,Yes,3
Cafe Potpourri,JP Nagar,"Cafe, Sandwich, North Indian, Beverages, Desserts",3.7,400,Yes,No,5
De Oxford Cafe,JP Nagar,"Cafe, Beverages, Fast Food",3.7,500,No,No,3
Vinaya Coffee Moments,JP Nagar,"Burger, Cafe, Desserts, Sandwich, Italian",3.7,450,Yes,No,5
Brew Point,JP Nagar,"Cafe, American, Burger, Sandwich, Fast Food",3.6,500,Yes,No,5
The Cravery,JP Nagar,"Continental, Burger, Beverages, Cafe, Italian, Rolls",2.6,500,Yes,No,6
Cuppa,JP Nagar,"Cafe, Fast Food",3.4,550,No,No,2
Anju's Cafe,JP Nagar,"Cafe, North Indian",3.4,600,No,No,2
Skytouch Le Cafe,JP Nagar,"Cafe, Italian, Desserts",3.7,700,Yes,No,3
Woodee Pizza,JP Nagar,"Cafe, Pizza, Fast Food, Beverages",2.7,500,Yes,No,4
Hearts Unlock Cafe,BTM,"Cafe, Healthy Food",3.2,500,No,No,2
eat.fit,BTM,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",4.5,500,Yes,No,6
Sai Abhiruchi,BTM,"Andhra, North Indian, Biryani",3.7,800,Yes,No,3
Capsicum Family Restaurant,BTM,"Biryani, North Indian",3.8,800,Yes,No,2
Box Magic,Bannerghatta Road,"North Indian, South Indian, Seafood, Rolls",3.6,400,Yes,No,4
Maa'r Rannaghor,JP Nagar,"Bengali, Chinese",3.8,400,Yes,No,2
Easy Bites,JP Nagar,"Fast Food, Sandwich",4.1,300,Yes,No,2
Hiyar Majhe Kolkata,BTM,"Bengali, North Indian",4.0,400,Yes,No,2
Dabba Gosht,JP Nagar,"Arabian, Middle Eastern",3.4,400,Yes,No,2
Empire Restaurant,JP Nagar,"Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",3.6,400,Yes,No,7
Punjabites,JP Nagar,"North Indian, Charcoal Chicken",3.7,400,Yes,No,2
Sri Lakshmi Dhaba,BTM,North Indian,2.9,250,Yes,No,1
XO Belgian Waffle,BTM,"Desserts, Beverages",4.5,400,Yes,No,2
Swadista Aahar,BTM,"South Indian, North Indian, Chinese, Street Food",4.1,300,Yes,No,4
Vegetarea,BTM,South Indian,3.9,250,Yes,No,1
Al-Bek,JP Nagar,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",3.6,300,Yes,No,6
Aniram's,JP Nagar,"Chinese, North Indian",4.1,500,Yes,No,2
Punjabi Nawabi,Bannerghatta Road,North Indian,3.8,400,Yes,No,1
YummRajj,BTM,Fast Food,3.3,500,Yes,No,1
Swad Punjab Da,BTM,North Indian,4.0,150,Yes,No,1
BOX8- Desi Meals,Bannerghatta Road,"North Indian, Mughlai, Fast Food",4.1,500,Yes,No,3
Roti Wala,BTM,North Indian,4.0,300,Yes,No,1
Midnight Mania,BTM,"Pizza, Italian, Beverages",4.1,700,Yes,No,3
Kitchens@JP Nagar,JP Nagar,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",3.9,400,Yes,No,8
Krishna Kuteera,Bannerghatta Road,"South Indian, North Indian, Chinese",4.0,400,Yes,No,3
Apna Punjab,BTM,"North Indian, Chinese, Fast Food",3.6,450,Yes,No,3
Paratha Junction,BTM,"North Indian, Chinese",2.9,300,Yes,No,2
Nellore Bhojanam,Bannerghatta Road,Andhra,3.1,250,Yes,No,1
Momoz,BTM,"Chinese, Momos",4.0,600,Yes,No,2
Kalingas,BTM,"Oriya, Fast Food",3.9,250,Yes,No,2
Kanteen The Eatery,Bannerghatta Road,North Indian,3.9,400,Yes,No,1
Kullad Cafe,BTM,"North Indian, Cafe, Fast Food, Beverages",3.9,200,Yes,No,4
Donne Biriyani House,JP Nagar,"Biryani, Andhra",3.3,350,Yes,No,2
Litti Twist,BTM,"North Indian, Bihari",4.1,300,Yes,No,2
FreshMenu,Bannerghatta Road,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",3.3,450,Yes,No,8
Shanthi Sagar,JP Nagar,"South Indian, North Indian, Chinese",3.6,400,Yes,No,3
Cakebuy,Bannerghatta Road,Desserts,3.9,350,Yes,No,1
Five Star Chicken,JP Nagar,"Burger, Fast Food, Roast Chicken, Finger Food",3.9,300,Yes,No,4
Corner House Ice Cream,Jayanagar,"Ice Cream, Desserts",4.4,400,Yes,No,2
Delight Food,BTM,"Andhra, Chinese, Biryani",2.6,450,Yes,No,3
Andhra Kitchen,Bannerghatta Road,"Andhra, Biryani",3.9,400,Yes,No,2
Veg By Nature,JP Nagar,North Indian,3.4,200,Yes,No,1
Chicken Magic,BTM,"Chinese, North Indian",3.7,300,Yes,No,2
Behrouz Biryani,Bannerghatta Road,Biryani,4.0,650,Yes,No,1
Swathi Restaurant,JP Nagar,"Andhra, North Indian, Chinese",3.9,400,Yes,No,3
Fresh Kitchen,Bannerghatta Road,"North Indian, Chinese",3.4,600,Yes,No,2
Hind Ka Chulah,Bannerghatta Road,"North Indian, Biryani",3.8,600,Yes,No,2
Kuttanad,Bannerghatta Road,"Kerala, South Indian",3.6,200,Yes,No,2
New Mahesh Friends Food Corner,BTM,"North Indian, Chinese",3.2,300,Yes,No,2
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,JP Nagar,Bohri,3.6,300,Yes,No,1
Pizza Hut,JP Nagar,Pizza,2.7,750,Yes,No,1
Shree Krishna Sannidhi,Bannerghatta Road,"North Indian, Chinese",3.4,450,Yes,No,2
BingeJoy!,JP Nagar,"Biryani, Chinese, Fast Food",3.6,100,Yes,No,3
Shiv Sai Hotel,Bannerghatta Road,North Indian,3.5,400,Yes,No,1
MRA,BTM,Bakery,3.9,200,Yes,No,1
Beijing Bites,JP Nagar,"Chinese, Thai, Momos",3.7,400,Yes,No,3
A2B - Adyar Ananda Bhavan,JP Nagar,"South Indian, North Indian, Chinese, Street Food",4.1,200,Yes,No,4
Burj Hotel,Bannerghatta Road,"North Indian, Chinese",3.5,350,Yes,No,2
Shaadi Ki Biryani,BTM,"Biryani, North Indian, Mughlai",3.1,400,Yes,No,3
Subway,Bannerghatta Road,"Salad, Fast Food",3.2,600,Yes,No,2
Madeena Hotel,Bannerghatta Road,"North Indian, Mughlai, Biryani",3.9,400,Yes,No,3
